aX,aY,aZ,gX,gY,gZ
0.390,0.368,0.187,-37.903,36.560,-1.892
0.379,0.337,0.241,-32.898,30.640,-4.456
0.366,0.331,0.261,-26.245,25.940,-7.812
0.364,0.333,0.263,-22.522,23.560,-9.705
0.373,0.348,0.246,-19.836,23.132,-11.963
0.361,0.338,0.213,-18.921,23.254,-14.160
0.345,0.320,0.178,-20.020,22.888,-14.343
0.352,0.329,0.134,-22.522,21.118,-12.695
0.360,0.326,0.089,-26.123,18.921,-10.681
0.358,0.325,0.044,-30.640,17.151,-8.362
0.361,0.296,0.013,-33.997,13.367,-6.836
0.398,0.273,0.016,-33.264,9.705,-5.554
0.419,0.291,0.021,-30.029,3.113,-7.263
0.447,0.300,0.027,-25.330,-4.578,-11.292
0.468,0.302,0.054,-22.583,-8.240,-11.780
0.484,0.303,0.072,-23.987,-12.390,-11.597
0.520,0.298,0.093,-25.208,-13.489,-10.376
0.503,0.294,0.102,-26.367,-14.709,-10.864
0.518,0.292,0.104,-26.672,-16.968,-13.000
0.551,0.258,0.104,-27.161,-20.325,-15.930
0.585,0.203,0.126,-27.893,-23.560,-18.372
0.608,0.157,0.157,-29.480,-25.024,-17.395
0.631,0.163,0.181,-31.372,-24.963,-14.038
0.660,0.177,0.190,-33.936,-23.437,-11.353
0.672,0.195,0.182,-40.222,-20.081,-8.057
0.684,0.186,0.156,-50.354,-16.418,-4.639
0.693,0.104,0.135,-58.777,-13.306,-2.808
0.740,-0.011,0.116,-61.157,-12.695,-1.404
0.758,-0.075,0.102,-56.213,-15.564,-0.488
0.792,-0.041,0.093,-44.800,-21.912,-1.221
0.841,0.062,0.101,-34.058,-29.175,-2.625
0.874,0.161,0.121,-28.809,-35.889,-4.578
0.937,0.214,0.146,-28.870,-40.466,-6.897
1.037,0.215,0.178,-30.334,-41.687,-8.850
1.131,0.207,0.194,-29.541,-40.588,-12.451
1.173,0.181,0.214,-26.428,-39.063,-18.066
1.172,0.137,0.240,-23.987,-37.598,-22.339
1.163,0.124,0.269,-23.560,-35.767,-23.682
1.153,0.136,0.291,-24.536,-33.508,-23.193
1.147,0.150,0.295,-25.085,-31.189,-22.583
1.176,0.171,0.271,-24.475,-29.358,-23.254
1.214,0.181,0.231,-22.278,-28.259,-26.733
1.235,0.157,0.202,-20.813,-28.870,-31.006
1.245,0.101,0.210,-20.142,-30.396,-34.668
1.252,0.055,0.234,-17.273,-30.396,-37.903
1.219,0.032,0.246,-13.184,-29.175,-40.405
1.194,0.024,0.250,-10.193,-26.672,-41.016
1.185,0.037,0.241,-9.338,-24.170,-40.283
1.201,0.028,0.222,-11.108,-21.545,-39.368
1.238,-0.008,0.218,-13.855,-17.883,-37.476
1.257,-0.024,0.202,-13.489,-14.465,-36.499
1.230,-0.050,0.183,-11.902,-11.841,-36.560
1.233,-0.066,0.185,-12.146,-9.094,-34.668
1.186,-0.106,0.183,-12.146,-8.728,-33.447
1.165,-0.156,0.201,-10.254,-8.667,-31.677
1.157,-0.147,0.205,-6.104,-8.789,-29.602
1.165,-0.109,0.215,-1.465,-9.460,-30.151
1.170,-0.106,0.219,1.526,-7.935,-31.982
1.165,-0.124,0.209,0.305,-5.371,-32.471
1.147,-0.167,0.208,-1.709,-2.563,-31.250
1.101,-0.176,0.188,-2.380,-0.610,-28.198
1.065,-0.177,0.175,-1.465,0.549,-24.780
1.039,-0.168,0.173,0.427,0.366,-22.400
1.020,-0.151,0.182,2.930,-0.854,-20.569
1.018,-0.122,0.191,4.700,-2.197,-18.738
1.017,-0.114,0.197,4.944,-2.563,-16.418
1.016,-0.104,0.192,3.784,-2.441,-13.733
1.010,-0.110,0.197,3.174,-3.174,-12.268
1.001,-0.118,0.206,3.723,-2.380,-10.864
0.991,-0.114,0.213,3.601,-1.404,-9.155
0.980,-0.125,0.226,3.662,-0.244,-7.446
0.969,-0.114,0.226,3.601,0.793,-5.676
0.965,-0.104,0.233,3.784,1.465,-3.845
0.948,-0.094,0.228,4.822,2.258,-2.747
0.955,-0.072,0.223,6.287,2.808,-2.258
0.969,-0.066,0.226,7.751,3.296,-1.648
0.948,-0.042,0.198,5.615,2.808,0.305
0.958,-0.029,0.202,4.395,3.540,2.319
0.952,-0.017,0.203,4.395,4.028,3.052
0.947,0.006,0.198,4.456,2.930,2.014
0.961,0.025,0.208,5.920,1.404,0.000

1.443,0.718,0.750,50.476,-64.697,84.839
1.528,0.743,0.782,46.326,-57.007,79.285
1.589,0.783,0.773,43.091,-48.767,73.425
1.723,0.649,0.967,42.542,-42.725,66.223
1.591,0.834,0.762,40.466,-55.359,49.316
1.724,0.849,0.851,50.476,-40.100,49.744
1.748,0.927,0.845,47.485,-31.128,47.546
1.830,0.940,0.875,34.729,-23.193,49.805
1.728,0.987,0.844,19.287,-22.644,46.936
1.776,0.900,0.873,19.409,-11.841,41.443
1.700,0.875,0.832,22.522,3.967,38.696
1.690,0.803,0.860,18.799,16.541,38.757
1.644,0.738,0.880,14.709,24.963,36.804
1.575,0.743,0.837,11.780,23.743,27.527
1.538,0.734,0.790,17.883,28.320,18.127
1.482,0.664,0.761,19.775,33.569,10.620
1.399,0.602,0.718,16.174,37.842,7.263
1.329,0.557,0.682,10.742,43.640,9.827
1.271,0.504,0.671,5.005,46.631,11.414
1.214,0.493,0.645,0.061,50.720,14.282
1.156,0.483,0.619,-4.150,52.856,14.526
1.144,0.465,0.617,-5.127,55.908,13.062
1.092,0.450,0.598,-3.357,61.096,10.742
1.049,0.455,0.553,-2.258,66.589,7.935
1.018,0.450,0.501,-4.150,71.167,7.324
0.944,0.432,0.451,-8.911,74.524,9.338
0.886,0.434,0.410,-13.367,77.026,10.193
0.849,0.443,0.374,-16.357,78.186,10.498
0.799,0.472,0.341,-21.179,77.698,10.742
0.762,0.467,0.301,-25.879,75.867,7.446
0.753,0.431,0.274,-27.039,74.524,3.235
0.698,0.413,0.252,-27.283,73.914,1.770
0.673,0.421,0.221,-29.053,72.327,0.427
0.634,0.408,0.214,-29.541,71.472,-0.732
0.608,0.427,0.197,-31.799,71.228,0.427
0.555,0.448,0.159,-34.973,70.190,1.770
0.536,0.445,0.140,-36.682,67.871,1.038
0.509,0.431,0.130,-35.950,65.674,-0.549
0.485,0.438,0.114,-36.865,62.195,-0.793
0.448,0.430,0.108,-36.011,56.946,-2.075
0.437,0.417,0.114,-35.950,50.476,-4.639
0.433,0.396,0.138,-32.959,46.204,-7.385
0.410,0.423,0.130,-31.738,42.297,-7.874
0.426,0.421,0.133,-31.555,39.307,-8.728
0.376,0.413,0.123,-32.349,37.048,-9.216
0.383,0.429,0.111,-33.691,33.752,-10.620
0.373,0.412,0.110,-32.043,31.494,-13.367
0.360,0.401,0.080,-33.142,28.992,-14.343
0.358,0.388,0.049,-34.424,25.940,-14.771
0.357,0.385,0.017,-34.546,21.606,-15.564
0.366,0.352,-0.004,-35.645,16.785,-16.174
0.380,0.316,-0.026,-35.828,13.672,-16.724
0.369,0.285,-0.053,-34.912,9.766,-17.334
0.376,0.269,-0.052,-33.630,4.639,-17.212
0.383,0.266,-0.032,-32.593,-0.427,-16.479
0.397,0.263,0.004,-32.776,-3.601,-14.832
0.390,0.280,0.023,-34.180,-5.188,-12.756
0.379,0.290,0.026,-39.001,-5.554,-9.338
0.370,0.286,0.013,-45.837,-5.676,-5.005
0.382,0.270,-0.022,-50.842,-6.958,-3.174
0.421,0.248,-0.059,-51.270,-9.949,-3.845
0.464,0.247,-0.100,-47.607,-14.954,-6.653
0.494,0.235,-0.122,-42.358,-21.179,-10.132
0.526,0.278,-0.125,-39.429,-26.001,-11.108
0.531,0.319,-0.115,-39.673,-33.081,-12.756
0.577,0.344,-0.065,-39.917,-40.100,-15.930
0.626,0.348,-0.032,-40.527,-45.715,-19.714
0.733,0.305,0.016,-39.795,-49.438,-24.536
0.760,0.259,0.077,-38.147,-53.040,-29.419
0.814,0.220,0.173,-36.438,-55.298,-34.119
0.819,0.201,0.224,-35.522,-55.481,-36.499
0.853,0.155,0.267,-34.668,-53.772,-39.063
0.878,0.084,0.250,-35.767,-51.819,-39.368
0.935,0.011,0.226,-39.185,-50.171,-37.354
0.959,-0.059,0.237,-38.208,-48.950,-34.485
0.989,-0.078,0.256,-33.630,-49.500,-32.349
0.978,-0.032,0.266,-26.550,-49.988,-30.212
1.049,0.018,0.309,-21.912,-49.500,-29.114
1.056,0.050,0.304,-23.193,-50.293,-29.297
1.132,0.044,0.292,-26.917,-48.279,-29.297
1.157,-0.008,0.259,-28.198,-45.715,-30.945
1.169,-0.063,0.242,-27.710,-44.250,-31.433
1.165,-0.093,0.221,-26.428,-43.274,-29.907
1.181,-0.117,0.232,-24.536,-43.640,-27.832
1.214,-0.082,0.254,-21.179,-44.128,-25.024
1.301,-0.018,0.294,-18.494,-43.762,-22.400
1.444,-0.135,0.417,-19.165,-45.105,-21.545
1.234,0.100,0.176,-30.334,-60.181,-28.198
1.419,-0.088,0.360,-11.719,-40.710,-29.968
1.337,-0.055,0.290,-3.906,-40.161,-36.194
1.359,-0.065,0.319,-6.165,-37.354,-33.325
1.353,-0.080,0.338,-4.761,-29.968,-30.151
1.349,-0.057,0.330,-10.254,-25.269,-26.672
1.327,-0.066,0.316,-13.000,-19.714,-23.010
1.325,-0.076,0.315,-12.085,-15.442,-22.217
1.286,-0.078,0.289,-9.766,-13.123,-23.560
1.273,-0.127,0.308,-6.958,-10.803,-23.987
1.250,-0.145,0.318,-4.517,-8.972,-23.010
1.228,-0.141,0.319,-1.648,-7.263,-21.606
1.200,-0.128,0.303,1.526,-4.578,-19.653
1.183,-0.116,0.288,2.869,-2.808,-17.883
1.172,-0.131,0.292,2.625,0.305,-14.526
1.149,-0.099,0.276,0.854,4.150,-9.521
1.125,-0.084,0.265,0.793,7.568,-7.141
1.085,-0.062,0.241,1.831,9.521,-6.226
1.046,-0.039,0.208,1.221,9.827,-5.188
1.017,-0.031,0.193,1.282,9.033,-4.761
0.997,-0.016,0.177,0.244,6.104,-4.517
0.999,-0.036,0.198,-0.854,3.540,-3.967
0.998,-0.035,0.223,-0.488,2.014,-2.991
0.998,-0.021,0.245,2.563,1.892,-2.991
0.979,0.002,0.247,5.798,2.197,-4.028
0.958,-0.003,0.249,6.958,3.296,-4.395
0.940,-0.002,0.244,6.592,4.944,-3.113
0.915,0.006,0.226,6.042,4.883,-1.770
0.909,0.006,0.215,5.981,4.883,-0.183
0.904,0.047,0.187,4.883,4.028,1.709
0.894,0.051,0.175,4.211,2.197,1.709
0.880,0.040,0.179,3.601,0.183,1.892

1.463,0.726,0.482,49.866,-42.053,86.060
1.511,0.735,0.481,48.096,-37.964,77.881
1.503,0.706,0.477,51.086,-35.950,67.261
1.511,0.660,0.487,53.345,-33.386,58.960
1.534,0.676,0.493,54.138,-30.029,54.138
1.555,0.758,0.483,52.429,-25.085,52.917
1.606,0.820,0.469,47.424,-18.433,52.368
1.651,0.821,0.497,40.222,-16.235,47.058
1.607,0.855,0.427,36.011,-13.794,41.687
1.656,0.783,0.460,38.086,1.038,41.077
1.626,0.764,0.446,29.846,4.578,39.307
1.588,0.709,0.466,24.353,13.000,42.725
1.546,0.729,0.468,21.179,16.785,41.443
1.539,0.778,0.491,22.766,21.240,38.635
1.522,0.797,0.501,22.217,23.132,31.738
1.527,0.744,0.532,19.043,26.001,24.475
1.460,0.690,0.515,12.573,29.419,18.250
1.412,0.635,0.501,7.996,36.682,14.709
1.337,0.567,0.478,2.869,42.175,11.780
1.287,0.512,0.453,-1.465,45.776,10.254
1.232,0.490,0.423,-2.258,46.753,7.996
1.207,0.481,0.416,-1.526,46.631,4.639
1.167,0.456,0.393,-2.686,48.462,2.014
1.128,0.409,0.375,-5.615,52.368,1.099
1.075,0.366,0.356,-6.653,57.251,1.038
1.029,0.360,0.328,-5.188,60.852,0.671
0.989,0.384,0.301,-2.747,63.232,-0.061
0.938,0.446,0.252,-2.258,65.308,-0.671
0.926,0.466,0.234,-4.700,67.322,-1.526
0.895,0.450,0.218,-10.132,69.458,-2.258
0.842,0.410,0.194,-16.113,70.496,-2.441
0.785,0.372,0.156,-20.203,70.313,-2.380
0.753,0.365,0.117,-23.376,68.481,-2.136
0.682,0.329,0.091,-26.245,63.171,-2.197
0.625,0.296,0.074,-30.579,57.739,-0.427
0.608,0.278,0.096,-28.320,51.025,-0.793
0.598,0.309,0.104,-21.057,45.837,-2.502
0.589,0.348,0.083,-17.273,42.236,-4.211
0.510,0.354,0.073,-18.921,40.466,-3.479
0.507,0.362,0.074,-21.851,39.551,-3.113
0.484,0.334,0.097,-21.912,39.001,-3.174
0.432,0.364,0.073,-22.522,37.903,-2.747
0.399,0.375,0.055,-22.278,36.194,-3.601
0.333,0.363,0.026,-24.841,33.630,-3.296
0.292,0.344,0.032,-27.771,28.625,-2.380
0.275,0.358,0.040,-27.527,20.813,-1.648
0.305,0.382,0.061,-25.513,11.963,-3.357
0.320,0.374,0.069,-22.217,5.310,-6.958
0.333,0.375,0.067,-21.057,1.099,-9.216
0.331,0.396,0.059,-21.973,-1.404,-9.827
0.344,0.426,0.049,-25.024,-2.991,-10.376
0.359,0.399,0.042,-28.381,-4.089,-12.390
0.360,0.337,0.021,-30.701,-4.333,-14.954
0.332,0.283,-0.006,-31.311,-4.761,-15.503
0.340,0.246,-0.029,-30.762,-7.263,-14.404
0.374,0.233,-0.040,-30.762,-10.742,-11.719
0.402,0.242,-0.033,-30.273,-15.076,-8.606
0.426,0.269,-0.014,-30.273,-19.958,-6.287
0.435,0.291,0.011,-31.921,-24.048,-4.272
0.451,0.283,0.062,-36.255,-26.489,-1.343
0.460,0.253,0.110,-40.466,-26.428,2.686
0.476,0.210,0.119,-42.114,-25.513,5.127
0.518,0.188,0.085,-41.321,-23.315,6.897
0.548,0.200,0.025,-41.443,-22.522,7.812
0.572,0.237,-0.027,-45.044,-22.949,10.376
0.593,0.249,-0.046,-52.795,-24.292,14.648
0.630,0.230,-0.016,-58.655,-26.672,17.883
0.652,0.243,0.002,-57.190,-31.738,17.700
0.666,0.263,0.016,-49.866,-39.490,12.268
0.717,0.229,0.042,-40.405,-47.791,4.456
0.790,0.204,0.079,-34.363,-54.016,0.305
0.858,0.187,0.129,-29.419,-56.274,-0.793
0.921,0.244,0.135,-24.597,-55.786,-1.099
0.949,0.311,0.112,-22.034,-55.664,-3.052
0.964,0.340,0.118,-22.461,-55.908,-5.981
1.014,0.355,0.134,-25.818,-55.969,-7.507
1.083,0.356,0.178,-27.771,-54.993,-8.789
1.140,0.361,0.223,-26.794,-52.429,-11.414
1.161,0.337,0.242,-25.146,-52.734,-17.456
1.138,0.253,0.265,-22.766,-52.917,-24.170
1.127,0.197,0.284,-19.470,-54.382,-29.419
1.139,0.151,0.312,-15.015,-56.091,-32.715
1.213,0.148,0.330,-10.010,-55.298,-35.950
1.270,0.143,0.319,-5.188,-52.917,-40.527
1.296,0.130,0.296,-5.920,-49.622,-43.152
1.269,0.070,0.293,-10.010,-45.715,-43.701
1.244,-0.011,0.315,-13.184,-41.870,-43.579
1.221,-0.079,0.344,-13.062,-38.818,-42.847
1.208,-0.118,0.359,-9.216,-35.034,-41.565
1.199,-0.115,0.349,-4.089,-31.006,-39.551
1.220,-0.078,0.318,-0.916,-28.015,-37.415
1.250,-0.053,0.292,1.343,-25.146,-36.194
1.262,-0.050,0.262,2.502,-23.071,-36.133
1.299,-0.111,0.305,4.028,-23.560,-37.781
1.180,0.002,0.190,1.221,-27.954,-39.734
1.232,-0.110,0.289,10.071,-16.052,-37.170
1.170,-0.090,0.259,7.080,-15.625,-33.691
1.169,-0.106,0.282,2.319,-14.038,-27.039
1.192,-0.101,0.316,5.859,-11.108,-23.987
1.193,-0.057,0.307,8.484,-10.254,-22.827
1.216,-0.003,0.295,12.634,-8.057,-23.437
1.182,-0.000,0.275,14.648,-5.859,-25.391
1.158,-0.012,0.258,10.071,-3.418,-23.682
1.114,-0.028,0.235,4.028,-0.854,-18.616
1.068,-0.033,0.211,0.854,-0.610,-14.465
1.037,-0.031,0.202,-0.305,-2.563,-11.780
1.016,-0.040,0.216,1.343,-5.737,-10.864
1.034,-0.019,0.245,5.005,-8.728,-10.559
1.046,-0.011,0.279,8.545,-8.911,-10.559
1.043,-0.005,0.292,10.742,-6.165,-9.705
1.034,0.029,0.283,11.963,-2.441,-8.179
1.015,0.039,0.270,10.132,1.282,-6.348
0.996,0.053,0.246,6.592,4.700,-3.052
0.966,0.075,0.224,3.296,5.371,-0.793
0.971,0.083,0.232,1.648,5.371,0.854
0.961,0.096,0.226,1.343,3.784,0.549
0.950,0.105,0.216,1.404,1.465,-0.977
0.955,0.094,0.234,2.258,-0.122,-2.136
0.958,0.080,0.249,3.296,-1.404,-2.441

1.414,0.790,0.448,48.157,-19.470,49.622
1.478,0.780,0.471,41.382,-14.099,49.011
1.512,0.795,0.451,36.743,-14.587,43.518
1.564,0.782,0.492,33.936,-10.132,42.480
1.572,0.838,0.505,29.480,-1.221,44.250
1.588,0.878,0.545,21.240,4.822,45.593
1.594,0.929,0.563,15.015,12.634,45.227
1.598,0.937,0.583,14.404,18.982,38.757
1.560,0.937,0.561,15.259,24.170,28.564
1.537,0.895,0.559,15.564,30.090,18.372
1.466,0.826,0.553,11.963,33.630,9.155
1.407,0.736,0.560,6.348,37.048,3.296
1.347,0.662,0.557,2.747,40.771,-0.488
1.301,0.611,0.531,1.038,43.335,-3.296
1.244,0.567,0.492,-1.038,45.776,-5.493
1.184,0.513,0.449,-3.479,48.096,-7.202
1.148,0.474,0.425,-6.226,51.819,-7.202
1.085,0.467,0.391,-9.399,55.847,-6.836
1.016,0.453,0.351,-14.648,59.692,-6.348
0.963,0.454,0.309,-20.508,62.561,-4.578
0.935,0.445,0.269,-24.292,64.453,-4.211
0.870,0.430,0.213,-25.452,64.514,-5.188
0.826,0.436,0.165,-25.146,62.195,-7.568
0.784,0.433,0.136,-24.475,58.533,-9.644
0.759,0.432,0.137,-26.367,55.176,-10.620
0.711,0.415,0.146,-28.320,53.528,-10.681
0.669,0.404,0.143,-28.259,52.856,-11.658
0.618,0.402,0.118,-26.917,52.490,-13.000
0.577,0.411,0.093,-27.283,51.453,-13.672
0.523,0.405,0.078,-28.870,49.927,-13.367
0.507,0.406,0.049,-31.738,46.936,-13.306
0.458,0.363,0.034,-33.264,42.236,-14.404
0.421,0.358,0.015,-35.095,36.865,-13.916
0.396,0.356,0.023,-36.438,30.884,-13.062
0.371,0.313,0.068,-36.499,25.208,-13.123
0.356,0.297,0.100,-35.400,20.203,-13.184
0.348,0.293,0.130,-32.288,17.029,-13.184
0.340,0.291,0.143,-29.785,14.099,-13.489
0.308,0.300,0.126,-28.870,11.902,-12.207
0.311,0.306,0.120,-28.137,9.521,-11.902
0.323,0.299,0.120,-29.114,7.202,-10.559
0.344,0.293,0.120,-32.471,5.493,-7.141
0.361,0.281,0.114,-33.508,3.906,-5.676
0.371,0.286,0.085,-32.959,1.953,-6.287
0.367,0.282,0.048,-30.762,-0.549,-8.301
0.360,0.275,0.026,-29.297,-4.395,-10.376
0.367,0.244,0.030,-29.419,-8.667,-10.925
0.400,0.222,0.036,-29.236,-12.573,-10.071
0.420,0.198,0.037,-28.931,-15.869,-8.728
0.444,0.195,0.040,-27.710,-18.372,-6.897
0.484,0.245,0.035,-25.269,-20.630,-5.676
0.501,0.304,0.021,-23.376,-23.743,-6.470
0.498,0.327,0.017,-23.560,-27.405,-9.399
0.536,0.300,0.026,-23.254,-31.738,-12.939
0.593,0.245,0.038,-21.851,-34.973,-16.418
0.617,0.214,0.036,-20.691,-37.476,-18.799
0.636,0.170,0.054,-20.142,-39.185,-18.860
0.679,0.151,0.095,-19.836,-39.856,-16.541
0.714,0.167,0.124,-19.470,-41.016,-15.076
0.761,0.184,0.134,-16.479,-41.626,-16.357
0.773,0.183,0.118,-16.052,-41.992,-17.517
0.801,0.138,0.122,-17.029,-42.664,-17.700
0.836,0.092,0.135,-17.639,-42.786,-16.724
0.865,0.077,0.141,-17.273,-42.542,-15.625
0.880,0.110,0.117,-16.479,-41.077,-15.259
0.881,0.128,0.100,-18.921,-41.565,-15.015
0.907,0.146,0.103,-22.278,-44.006,-14.282
0.961,0.162,0.136,-24.719,-47.607,-14.282
1.023,0.154,0.186,-24.170,-50.842,-15.930
1.101,0.142,0.235,-20.630,-52.307,-19.714
1.127,0.127,0.268,-15.747,-51.331,-23.865
1.153,0.119,0.292,-13.123,-48.401,-27.039
1.168,0.124,0.304,-13.184,-44.678,-28.992
1.165,0.108,0.305,-14.771,-42.053,-31.799
1.165,0.084,0.302,-16.907,-40.833,-33.752
1.197,0.052,0.312,-18.066,-40.344,-34.790
1.225,0.013,0.328,-17.273,-40.222,-35.767
1.257,-0.008,0.338,-14.038,-39.429,-37.292
1.261,-0.030,0.341,-10.193,-37.476,-38.818
1.251,-0.061,0.347,-7.324,-34.790,-39.368
1.288,-0.032,0.346,-5.249,-32.166,-39.185
1.252,-0.058,0.355,-6.531,-36.865,-41.077
1.242,-0.004,0.310,-8.301,-36.987,-42.847
1.304,-0.122,0.374,0.000,-22.949,-40.588
1.270,-0.107,0.326,-7.751,-22.949,-36.621
1.273,-0.136,0.341,-10.925,-16.968,-29.175
1.270,-0.138,0.351,-9.460,-13.428,-26.184
1.241,-0.110,0.340,-7.385,-11.414,-23.560
1.235,-0.081,0.344,-2.747,-8.972,-23.499
1.203,-0.059,0.332,0.427,-7.080,-24.048
1.175,-0.050,0.318,1.587,-5.676,-25.085
1.144,-0.087,0.317,-0.488,-4.395,-24.414
1.120,-0.125,0.315,-3.479,-2.686,-20.752
1.113,-0.140,0.318,-3.662,-0.977,-16.785
1.102,-0.126,0.314,-0.610,0.549,-14.526
1.084,-0.097,0.299,3.052,1.953,-13.000
1.054,-0.082,0.283,4.700,3.296,-11.475
1.040,-0.044,0.258,4.272,4.578,-8.789
1.019,-0.024,0.234,1.282,4.883,-5.432
1.002,-0.016,0.222,-0.854,4.211,-3.540
0.992,-0.017,0.234,-1.404,2.563,-3.052
0.991,-0.030,0.263,0.854,1.587,-3.540
0.981,-0.023,0.266,4.028,1.892,-4.456
0.955,-0.016,0.252,5.676,2.686,-4.333
0.940,-0.002,0.248,5.981,3.296,-3.052
0.941,0.039,0.235,5.554,3.967,-1.404
0.937,0.037,0.235,3.601,3.967,0.122
0.936,0.056,0.226,0.244,3.845,1.892
0.940,0.045,0.236,-0.488,3.296,1.892
0.935,0.047,0.234,0.732,2.014,0.366
0.929,0.055,0.233,2.625,0.671,-1.343
0.924,0.053,0.242,3.784,-0.549,-2.197
0.923,0.058,0.254,4.150,-1.465,-2.441
0.918,0.062,0.262,5.005,-1.953,-2.808
0.921,0.057,0.277,5.005,-2.075,-3.174
0.930,0.047,0.295,4.272,-1.343,-2.441
0.936,0.058,0.296,3.906,0.061,-1.465
0.933,0.082,0.284,3.357,0.916,-0.793
0.933,0.078,0.278,1.892,1.282,-0.549

1.454,0.715,0.646,55.115,-46.082,70.740
1.526,0.751,0.662,53.284,-40.710,64.697
1.599,0.784,0.658,55.115,-34.363,54.565
1.576,0.714,0.681,52.795,-32.898,43.152
1.459,0.711,0.591,51.880,-32.776,31.250
1.487,0.673,0.588,54.688,-15.076,33.447
1.492,0.697,0.564,45.471,-11.169,35.767
1.499,0.771,0.511,36.804,-3.235,41.138
1.504,0.739,0.518,30.457,0.732,40.771
1.466,0.757,0.464,24.048,2.380,39.001
1.444,0.718,0.461,25.391,10.925,38.757
1.430,0.705,0.455,23.926,13.000,36.133
1.432,0.690,0.476,22.217,15.076,34.851
1.363,0.753,0.442,17.639,10.498,30.396
1.389,0.726,0.489,20.020,9.216,23.010
1.367,0.704,0.513,23.010,7.751,14.893
1.356,0.679,0.524,20.996,7.935,10.315
1.343,0.606,0.535,15.930,11.597,8.423
1.310,0.531,0.540,8.423,18.677,11.047
1.273,0.511,0.529,2.319,27.405,15.930
1.220,0.528,0.497,-1.831,33.691,19.836
1.191,0.551,0.479,-4.883,37.781,21.423
1.149,0.552,0.464,-6.836,40.039,19.714
1.112,0.538,0.448,-7.568,41.382,15.869
1.080,0.503,0.437,-7.324,42.908,11.841
1.035,0.533,0.383,-8.728,44.556,9.277
1.008,0.523,0.369,-8.911,46.509,3.479
0.960,0.506,0.356,-11.047,47.424,-1.160
0.903,0.490,0.336,-12.024,49.133,-3.906
0.873,0.500,0.319,-12.146,49.072,-7.202
0.792,0.492,0.293,-13.733,47.668,-10.071
0.762,0.466,0.282,-16.785,46.387,-12.207
0.741,0.414,0.278,-19.165,45.959,-14.099
0.716,0.382,0.273,-22.156,45.837,-13.245
0.685,0.374,0.257,-24.719,46.021,-10.986
0.648,0.391,0.234,-26.001,46.814,-7.141
0.626,0.436,0.223,-28.015,46.448,-4.150
0.631,0.469,0.229,-28.992,46.204,-3.601
0.540,0.474,0.209,-30.518,45.166,-3.601
0.536,0.477,0.213,-31.982,42.847,-5.737
0.509,0.438,0.244,-31.006,39.368,-8.667
0.504,0.473,0.253,-31.677,34.790,-9.888
0.503,0.495,0.265,-29.968,30.029,-15.625
0.467,0.469,0.284,-30.701,25.757,-22.583
0.429,0.389,0.320,-29.663,23.804,-27.222
0.419,0.381,0.307,-28.809,22.339,-28.076
0.394,0.364,0.303,-26.489,20.874,-29.175
0.388,0.357,0.287,-25.513,20.203,-28.564
0.375,0.331,0.260,-26.001,19.592,-27.527
0.381,0.317,0.232,-26.428,17.883,-26.794
0.379,0.299,0.195,-26.123,14.954,-27.222
0.393,0.269,0.170,-25.940,12.085,-27.405
0.405,0.258,0.154,-25.818,8.667,-25.818
0.421,0.282,0.146,-24.597,4.578,-24.658
0.424,0.280,0.149,-23.621,0.916,-24.780
0.436,0.256,0.144,-25.513,-1.587,-23.376
0.463,0.217,0.144,-28.381,-3.418,-20.935
0.486,0.170,0.156,-28.076,-4.639,-19.531
0.502,0.172,0.147,-24.536,-6.470,-19.409
0.511,0.191,0.124,-21.484,-9.094,-20.386
0.500,0.183,0.104,-22.583,-10.986,-19.836
0.490,0.151,0.096,-27.405,-11.902,-15.930
0.509,0.120,0.085,-30.701,-12.573,-10.986
0.560,0.101,0.094,-29.175,-14.709,-7.690
0.593,0.134,0.098,-23.926,-18.921,-7.080
0.630,0.168,0.086,-20.752,-23.376,-7.935
0.656,0.179,0.072,-22.522,-25.757,-7.751
0.679,0.179,0.052,-27.893,-27.100,-5.432
0.691,0.143,0.065,-31.189,-28.992,-4.456
0.726,0.112,0.102,-30.090,-32.288,-4.333
0.792,0.118,0.118,-23.376,-36.133,-5.432
0.863,0.147,0.135,-16.357,-39.734,-7.568
0.926,0.162,0.184,-14.221,-41.992,-8.118
0.994,0.187,0.233,-13.916,-40.039,-8.118
1.012,0.235,0.238,-14.587,-36.072,-9.827
1.003,0.237,0.216,-16.602,-31.738,-13.245
0.999,0.205,0.163,-20.447,-28.748,-16.418
1.009,0.152,0.129,-24.414,-28.381,-17.456
1.026,0.141,0.127,-26.489,-30.518,-16.418
1.065,0.144,0.165,-24.536,-34.241,-16.907
1.109,0.136,0.222,-18.860,-37.781,-20.569
1.135,0.120,0.254,-13.977,-39.185,-25.146
1.144,0.132,0.252,-10.498,-38.086,-28.076
1.157,0.125,0.244,-10.925,-36.133,-30.945
1.170,0.052,0.250,-14.221,-32.166,-32.776
1.182,-0.011,0.257,-18.066,-28.442,-31.982
1.172,-0.077,0.270,-18.555,-27.344,-31.799
1.165,-0.111,0.285,-15.381,-25.146,-30.396
1.160,-0.095,0.276,-10.803,-24.475,-30.029
1.153,-0.078,0.270,-8.118,-23.865,-29.297
1.146,-0.062,0.263,-7.996,-23.315,-28.076
1.161,-0.048,0.253,-7.874,-23.560,-28.259
1.181,-0.067,0.252,-8.240,-24.109,-29.419
