aX,aY,aZ,gX,gY,gZ
0.535,-0.514,-0.068,-1.343,12.573,-15.015
0.549,-0.526,-0.074,1.465,5.981,-15.686
0.574,-0.525,-0.094,5.371,-0.061,-16.113
0.581,-0.512,-0.114,9.460,-3.967,-15.503
0.615,-0.516,-0.133,10.376,-4.028,-13.245
0.658,-0.521,-0.150,7.446,-1.160,-8.545
0.691,-0.521,-0.159,3.967,3.113,-3.174
0.715,-0.511,-0.162,2.258,7.385,1.526
0.738,-0.494,-0.183,1.648,8.911,4.700
0.756,-0.485,-0.186,0.366,9.644,6.775
0.773,-0.484,-0.185,-1.953,8.972,8.118
0.798,-0.484,-0.179,-2.380,7.324,8.484
0.810,-0.484,-0.178,-0.793,5.188,7.446
0.824,-0.490,-0.167,0.977,3.113,5.981
0.848,-0.495,-0.159,2.686,2.319,5.066
0.847,-0.499,-0.155,4.578,2.075,3.967
0.829,-0.500,-0.163,6.592,1.282,3.113
0.821,-0.496,-0.181,7.996,0.305,3.296
0.822,-0.484,-0.198,7.935,-0.244,5.066
0.845,-0.479,-0.217,6.409,0.000,7.935
0.870,-0.478,-0.226,3.540,0.854,10.681
0.883,-0.474,-0.221,0.427,0.977,13.367
0.907,-0.465,-0.198,-0.916,0.732,14.648
0.929,-0.457,-0.174,-0.488,0.488,14.404
0.937,-0.448,-0.171,1.343,0.061,12.268
0.944,-0.439,-0.178,3.906,-0.305,9.705
0.949,-0.438,-0.185,5.859,-0.122,7.202
0.938,-0.433,-0.204,6.836,0.061,5.371
0.927,-0.437,-0.225,6.897,0.000,3.845
0.910,-0.444,-0.235,5.737,-0.427,2.869
0.895,-0.449,-0.232,4.639,-1.709,2.869
0.893,-0.444,-0.229,3.906,-3.845,2.808
0.898,-0.432,-0.209,3.479,-5.005,3.174
0.910,-0.432,-0.180,2.747,-5.798,3.174
0.912,-0.440,-0.152,1.465,-5.371,2.502
0.906,-0.452,-0.136,1.831,-4.333,1.404
0.888,-0.456,-0.142,3.479,-3.235,0.244
0.864,-0.456,-0.166,4.761,-2.258,-0.305
0.847,-0.454,-0.191,5.432,-1.953,-0.916
0.834,-0.456,-0.200,4.883,-2.258,-0.244
0.833,-0.452,-0.197,2.869,-2.502,1.831
0.840,-0.441,-0.190,0.488,-2.563,3.906
0.858,-0.448,-0.155,-1.038,-1.831,5.981
0.873,-0.458,-0.135,-2.502,-1.587,6.470
0.889,-0.462,-0.129,-0.488,-1.892,5.676
0.891,-0.460,-0.138,3.784,-2.441,3.967
0.886,-0.455,-0.161,6.104,-2.197,3.296
0.892,-0.442,-0.173,6.836,-1.038,3.906
0.889,-0.432,-0.187,6.470,-0.122,4.517
0.892,-0.437,-0.183,5.249,0.488,3.784
0.890,-0.438,-0.182,3.967,0.183,3.296
0.884,-0.439,-0.178,4.150,-0.183,3.052
0.870,-0.441,-0.189,5.188,-1.099,2.258
0.857,-0.437,-0.200,5.371,-2.563,1.648
0.840,-0.432,-0.199,5.066,-4.333,1.465
0.864,-0.430,-0.189,4.944,-5.798,1.587
0.880,-0.427,-0.167,5.249,-4.700,2.441
0.875,-0.423,-0.160,4.150,-2.319,3.662
0.860,-0.423,-0.165,2.930,0.732,4.456
0.837,-0.426,-0.180,2.808,2.258,5.188
0.834,-0.437,-0.205,2.991,1.831,5.066
0.847,-0.445,-0.203,3.540,0.122,5.554
0.874,-0.432,-0.190,3.723,-1.770,6.714
0.901,-0.424,-0.175,3.906,-2.319,6.714
0.895,-0.418,-0.170,3.479,-1.221,6.348

1.808,0.300,0.552,6.836,-56.213,5.615
1.939,0.318,0.556,4.639,-38.208,-1.648
2.023,0.368,0.509,12.329,-27.100,-14.587
2.034,0.418,0.442,19.470,-15.503,-29.236
2.038,0.450,0.365,16.724,-3.357,-41.199
2.034,0.453,0.342,9.766,8.118,-50.110
1.997,0.446,0.341,0.061,17.395,-58.350
1.933,0.412,0.375,-8.423,25.208,-66.467
1.880,0.414,0.359,-11.963,33.142,-74.158
1.837,0.418,0.344,-12.451,40.771,-82.092
1.760,0.411,0.345,-16.174,47.668,-89.233
1.715,0.391,0.360,-22.278,57.556,-93.933
1.662,0.374,0.379,-25.452,64.148,-98.633
1.583,0.347,0.386,-27.649,68.054,-103.516
1.487,0.330,0.351,-31.311,73.486,-107.117
1.410,0.269,0.367,-34.546,80.688,-108.276
1.327,0.217,0.364,-43.152,82.153,-106.689
1.295,0.150,0.377,-49.011,81.909,-105.164
1.231,0.054,0.422,-49.133,73.853,-106.628
1.204,-0.008,0.443,-43.762,61.035,-110.718
1.194,-0.029,0.432,-31.616,51.392,-115.173
1.156,-0.074,0.445,-20.874,49.744,-118.774
1.113,-0.121,0.452,-18.372,59.570,-117.249
1.071,-0.164,0.467,-20.508,76.965,-111.023
1.049,-0.177,0.462,-24.048,96.741,-102.356
1.008,-0.207,0.450,-29.297,111.755,-94.971
0.940,-0.254,0.416,-35.400,119.202,-90.027
0.878,-0.309,0.371,-39.612,118.774,-86.853
0.821,-0.359,0.343,-37.231,108.704,-86.914
0.791,-0.376,0.317,-28.198,94.971,-87.769
0.784,-0.367,0.332,-20.691,83.801,-85.876
0.777,-0.343,0.322,-17.822,76.233,-83.557
0.780,-0.332,0.322,-14.648,75.378,-82.703
0.754,-0.348,0.314,-15.564,82.092,-79.102
0.715,-0.377,0.273,-23.071,93.689,-72.571
0.633,-0.412,0.233,-29.907,108.154,-62.988
0.578,-0.433,0.232,-38.269,121.033,-50.720
0.537,-0.428,0.205,-47.913,125.061,-39.978
0.515,-0.428,0.184,-52.185,121.521,-33.020
0.488,-0.444,0.202,-51.025,109.619,-31.372
0.460,-0.498,0.212,-42.969,92.651,-33.813
0.443,-0.512,0.180,-29.236,74.829,-37.598
0.428,-0.526,0.110,-13.550,60.669,-38.208
0.416,-0.498,0.026,-2.197,52.856,-32.654
0.394,-0.469,-0.076,0.244,51.086,-21.667
0.386,-0.422,-0.112,-4.761,54.810,-6.714
0.421,-0.404,-0.135,-17.456,61.890,7.874
0.443,-0.395,-0.153,-32.959,66.101,19.470
0.477,-0.411,-0.082,-45.288,65.674,25.024
0.538,-0.408,0.042,-51.270,61.096,24.048
0.559,-0.440,0.138,-45.837,53.101,15.808
0.519,-0.406,0.154,-31.799,41.382,5.554
0.526,-0.393,0.110,-16.846,27.588,-6.714
0.526,-0.417,0.043,-6.592,16.663,-18.066
0.523,-0.428,-0.023,-4.272,11.597,-21.484
0.521,-0.446,-0.067,-8.667,10.681,-18.433
0.530,-0.459,-0.070,-14.709,11.536,-11.475
0.557,-0.456,-0.027,-19.836,12.390,-4.578
0.607,-0.452,0.025,-23.254,12.695,-0.427
0.644,-0.454,0.074,-24.292,13.184,1.831
0.659,-0.451,0.094,-21.606,12.695,2.136
0.673,-0.440,0.082,-15.015,11.047,0.366
0.666,-0.425,0.056,-6.897,7.507,-2.747
0.667,-0.417,0.020,-1.404,4.395,-4.822
0.695,-0.406,-0.032,0.977,3.296,-5.005
0.725,-0.398,-0.066,1.221,3.601,-4.150
0.768,-0.402,-0.068,-1.343,5.005,-2.808
0.800,-0.403,-0.058,-4.822,6.714,-0.671
0.835,-0.404,-0.048,-5.981,8.240,1.038
0.854,-0.405,-0.033,-4.028,9.216,1.160
0.859,-0.401,-0.030,-1.465,8.362,0.061
0.858,-0.399,-0.035,2.686,6.104,-1.770
0.861,-0.385,-0.063,7.690,4.456,-3.418
0.855,-0.378,-0.087,11.292,4.089,-4.578
0.838,-0.385,-0.117,10.254,4.761,-4.456
0.837,-0.402,-0.141,7.812,5.127,-3.723
0.841,-0.418,-0.142,7.019,3.723,-2.441
0.876,-0.411,-0.127,6.897,2.319,-0.183
0.901,-0.408,-0.110,6.104,1.953,1.221
0.899,-0.419,-0.097,4.578,3.174,1.770
0.884,-0.418,-0.095,4.150,3.784,2.014
0.901,-0.415,-0.103,6.531,3.601,1.587
0.907,-0.402,-0.114,10.376,3.540,1.099
0.909,-0.394,-0.134,10.376,4.944,1.526
0.906,-0.394,-0.146,7.690,6.836,2.625
0.896,-0.400,-0.147,5.249,7.385,4.333
0.893,-0.406,-0.144,4.456,5.615,4.578
0.895,-0.399,-0.145,4.517,2.075,3.967
0.914,-0.397,-0.135,4.578,-0.916,2.808
0.898,-0.409,-0.121,3.479,-1.831,2.441
0.871,-0.414,-0.127,1.770,-2.441,3.296
0.868,-0.419,-0.116,2.014,-3.296,3.967
0.898,-0.417,-0.094,4.150,-3.296,4.761
0.909,-0.394,-0.088,4.761,-1.526,6.653
0.918,-0.378,-0.088,3.784,1.404,8.179
0.915,-0.374,-0.092,3.479,4.150,8.911
0.900,-0.370,-0.099,3.052,5.432,8.484
0.894,-0.380,-0.122,2.991,5.005,7.019
0.882,-0.378,-0.136,4.333,2.258,5.981
0.904,-0.363,-0.139,5.310,-1.160,6.042
0.943,-0.354,-0.119,4.395,-3.662,6.165
0.950,-0.350,-0.097,2.075,-3.662,6.653
0.943,-0.358,-0.086,0.183,-3.540,6.287
0.937,-0.367,-0.087,0.916,-4.028,5.066
0.939,-0.370,-0.079,4.089,-5.432,3.174
0.951,-0.357,-0.079,7.629,-5.615,2.075
0.948,-0.338,-0.098,9.033,-3.113,0.916
0.927,-0.346,-0.113,8.118,0.549,0.061
0.899,-0.355,-0.133,5.554,3.662,0.244
0.891,-0.359,-0.151,4.700,4.272,0.671
0.896,-0.355,-0.156,5.554,2.014,0.244
0.925,-0.356,-0.148,5.249,-0.732,0.366
0.946,-0.343,-0.132,2.502,-0.916,1.709
0.942,-0.347,-0.120,-0.122,-0.061,2.625
0.934,-0.358,-0.114,-0.549,0.488,1.953
0.922,-0.362,-0.114,0.916,0.610,1.648
0.916,-0.369,-0.117,2.869,0.366,1.343
0.906,-0.369,-0.133,4.150,-0.427,0.366
0.897,-0.364,-0.144,5.127,-1.526,-0.122

1.814,0.360,0.417,-4.517,36.682,-25.818
1.815,0.413,0.360,-11.353,52.551,-29.846
1.843,0.426,0.337,-16.418,64.880,-36.560
1.828,0.432,0.348,-20.569,70.129,-45.654
1.809,0.406,0.352,-23.193,67.200,-56.824
1.752,0.400,0.341,-21.851,61.279,-66.895
1.686,0.409,0.300,-18.066,52.002,-78.552
1.639,0.419,0.261,-12.756,44.556,-90.271
1.601,0.429,0.259,-10.315,41.321,-98.511
1.586,0.420,0.277,-15.564,42.236,-103.394
1.503,0.400,0.295,-23.987,45.044,-106.506
1.456,0.332,0.312,-31.494,53.772,-108.521
1.382,0.250,0.362,-38.696,67.505,-106.018
1.331,0.185,0.373,-46.753,80.017,-102.539
1.284,0.132,0.390,-49.194,88.074,-101.501
1.230,0.092,0.394,-45.959,91.614,-103.271
1.191,0.061,0.379,-41.748,93.262,-106.201
1.170,0.038,0.359,-39.734,95.825,-107.666
1.148,-0.002,0.353,-39.856,98.022,-108.704
1.132,-0.070,0.335,-41.687,98.145,-110.962
1.084,-0.140,0.332,-42.480,95.764,-112.305
1.010,-0.216,0.335,-41.443,92.712,-113.342
0.915,-0.265,0.332,-37.354,90.088,-113.953
0.826,-0.289,0.315,-28.748,89.172,-113.770
0.766,-0.305,0.268,-20.691,91.614,-111.450
0.703,-0.335,0.248,-19.958,98.083,-105.042
0.651,-0.392,0.259,-25.269,108.154,-95.398
0.570,-0.427,0.212,-30.334,111.755,-87.463
0.530,-0.476,0.158,-32.471,110.107,-82.397
0.490,-0.493,0.120,-33.813,105.164,-76.111
0.468,-0.489,0.087,-35.828,98.938,-68.970
0.452,-0.480,0.049,-38.940,94.055,-62.988
0.437,-0.513,0.084,-41.016,90.759,-59.265
0.424,-0.583,0.150,-39.856,90.881,-54.382
0.412,-0.594,0.146,-33.264,91.248,-49.744
0.414,-0.558,0.092,-20.691,92.285,-45.105
0.391,-0.531,0.007,-13.062,90.576,-42.786
0.363,-0.525,-0.034,-13.184,88.745,-38.940
0.336,-0.526,-0.067,-18.555,86.731,-32.104
0.333,-0.513,-0.099,-24.719,81.055,-25.635
0.341,-0.526,-0.103,-26.794,69.519,-23.621
0.368,-0.563,-0.080,-26.550,55.847,-23.682
0.381,-0.566,-0.063,-25.452,42.542,-23.315
0.392,-0.566,-0.026,-20.386,31.738,-23.132
0.409,-0.561,0.000,-12.512,23.987,-24.292
0.405,-0.539,-0.008,-4.822,17.578,-24.780
0.411,-0.514,-0.045,0.488,11.658,-24.902
0.410,-0.519,-0.079,3.418,6.775,-24.780
0.417,-0.531,-0.098,2.441,5.310,-20.813
0.447,-0.532,-0.086,-1.099,7.446,-13.000
0.465,-0.529,-0.058,-4.395,9.033,-5.981
0.505,-0.530,-0.036,-7.263,9.766,-2.197
0.539,-0.525,-0.036,-9.277,9.644,0.977
0.566,-0.524,-0.043,-9.094,7.568,2.991
0.608,-0.512,-0.052,-6.958,5.676,4.333
0.646,-0.488,-0.062,-6.104,4.639,6.836
0.683,-0.460,-0.060,-7.385,5.554,9.827
0.720,-0.436,-0.040,-10.193,8.850,13.000
0.746,-0.425,-0.036,-12.817,11.902,14.526
0.766,-0.438,-0.046,-13.184,14.038,12.878
0.766,-0.458,-0.066,-12.024,15.137,10.376
0.760,-0.463,-0.091,-9.705,14.587,8.911
0.755,-0.459,-0.108,-6.287,12.085,7.751
0.758,-0.441,-0.122,-3.174,8.667,6.531
0.750,-0.429,-0.125,-0.916,4.822,4.944
0.781,-0.439,-0.113,0.427,2.686,3.967
0.813,-0.443,-0.109,1.465,3.479,4.272
0.833,-0.451,-0.112,1.648,6.836,5.127
0.840,-0.464,-0.125,0.854,10.193,6.348
0.833,-0.463,-0.138,0.549,11.108,7.141
0.844,-0.447,-0.156,2.380,9.827,6.775
0.848,-0.438,-0.171,4.211,7.812,5.310
0.842,-0.439,-0.187,3.723,5.127,4.333
0.840,-0.444,-0.211,2.930,1.465,2.625
0.836,-0.452,-0.210,4.150,-2.686,0.671
0.850,-0.451,-0.206,6.104,-6.165,-0.244
0.856,-0.440,-0.201,5.920,-6.226,1.404
0.862,-0.437,-0.194,3.296,-3.540,4.639
0.870,-0.443,-0.185,-0.671,0.000,7.812
0.881,-0.447,-0.182,-2.380,1.526,9.277
0.894,-0.442,-0.171,-0.916,0.366,8.545
0.914,-0.436,-0.162,2.136,-1.221,6.775
0.909,-0.431,-0.166,2.930,-1.892,5.005
0.898,-0.428,-0.177,2.014,-1.831,4.395
0.896,-0.427,-0.177,1.343,-2.014,4.578
0.892,-0.415,-0.171,0.916,-2.930,4.517
0.913,-0.416,-0.158,0.366,-4.211,3.723
0.930,-0.424,-0.141,-0.732,-4.639,2.625
0.922,-0.425,-0.138,-1.404,-4.272,2.258
0.914,-0.423,-0.150,-0.305,-4.395,1.038
0.904,-0.415,-0.164,1.587,-5.554,-0.610
0.894,-0.402,-0.176,2.441,-7.019,-1.953
0.899,-0.400,-0.170,1.526,-8.240,-2.930
0.901,-0.397,-0.156,0.366,-8.606,-3.418
0.887,-0.403,-0.141,-0.244,-7.629,-3.479
0.880,-0.409,-0.151,-0.122,-6.836,-3.723
0.873,-0.404,-0.169,0.793,-7.202,-4.395
0.872,-0.405,-0.176,1.526,-8.118,-5.127
0.859,-0.402,-0.183,-0.122,-9.094,-5.310
0.861,-0.411,-0.180,-2.747,-9.827,-4.700
0.865,-0.406,-0.172,-5.005,-10.315,-3.784
0.871,-0.406,-0.161,-5.859,-12.085,-3.784
0.855,-0.416,-0.149,-6.348,-13.672,-4.395
0.856,-0.408,-0.147,-6.714,-14.404,-3.967
0.857,-0.400,-0.150,-6.653,-15.137,-4.150
0.865,-0.399,-0.150,-6.470,-15.686,-5.188
0.849,-0.401,-0.155,-6.714,-16.602,-6.470
0.852,-0.399,-0.155,-7.812,-16.418,-6.287
0.850,-0.396,-0.163,-8.850,-16.663,-6.409
0.847,-0.377,-0.162,-8.972,-18.127,-8.179
0.851,-0.394,-0.160,-10.071,-19.531,-9.338
0.850,-0.387,-0.186,-14.587,-21.973,-10.437
0.826,-0.388,-0.200,-16.846,-25.146,-11.353
0.831,-0.390,-0.207,-18.738,-27.710,-12.146
0.826,-0.399,-0.200,-21.667,-31.067,-12.878
0.828,-0.404,-0.188,-24.963,-34.668,-12.085
0.829,-0.385,-0.172,-29.846,-37.659,-11.597
0.825,-0.390,-0.124,-32.349,-39.551,-11.658
0.843,-0.386,-0.108,-35.095,-40.039,-13.306
